what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365773156816
error,log,,,"WARNING: Prevented recursive attempt to activate part org.eclipse.ui.views.ContentOutline while still in the middle of activating part com.android.ide.eclipse.editors.CommonXmlEditor",1365773156891
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1365773158608
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365773173972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773178441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773185269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773188258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773188824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773190546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773201942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773207684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773209285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773213706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773216991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773224304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773228613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773245021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773245663
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365773248394
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773283680
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1365773284014
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1365773284185
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773284263
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1365773284393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773289749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773291427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773291696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773321368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773323121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773479115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773479824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773482908
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365773483984
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1365773484314
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1365773484325
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1365773484393
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1365773484394
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1365773484595
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1365773484747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773490066
error,log,,,"Warning: Ignoring name conflict in resource file for name action_settings",1365773538133
error,log,,,"Warning: Ignoring name conflict in resource file for name hello_world",1365773538134
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_horizontal_margin",1365773538139
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_vertical_margin",1365773538140
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_horizontal_margin",1365773538147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773538439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1365773538447
opened,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365773538955
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365773539072
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365773544594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773545616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773546501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773546708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773559573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773560351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773593598
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773598029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773599664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773600528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773601048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773602168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773603864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773605562
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365773606729
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773608027
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773608112
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365773610562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773610770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773611432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773612565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773613594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773614236
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1365773625942
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1365773625979
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1365773626073
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1365773626168
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1365773626170
started,bundle,org.eclipse.mylyn.java.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.java.ui",1365773626195
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1365773626633
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1365773626723
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1365773626768
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1365773626783
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1365773626811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773636073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773692001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773695493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773697377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773697988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773706282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773717671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773722836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773724437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773725386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773734569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773737005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773744595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773746818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365773753529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773769884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773773626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773776253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773776383
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365773786201
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365773786450
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1365773788219
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1365773788280
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365773792613
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773795333
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773795475
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365773810480
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773811450
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773811523
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773813017
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773813018
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365773814501
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773814502
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365773819130
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773819373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773822163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773823109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773823603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773824761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365773827118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365773829266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773829576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773830375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773835349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773895698
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1365773898857
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1365773899089
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1365773899098
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1365773899277
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1365773899300
started,bundle,com.android.ide.eclipse.ndk,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ndk",1365773899494
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365773903506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773913778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773915163
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1365773915170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773919668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773922136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773922500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773925680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773926439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773927741
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773928335
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1365773929983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773931598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773934095
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365773937720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773941763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773942986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773944395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773973490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773974274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773976904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773977838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773979858
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773981034
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365773983291
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773984520
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365773985972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773987320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773988615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773989936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773990589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773991470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773993653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773994449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773996660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773997480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365773998596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365774006282
