what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776716990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365776719178
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365776723777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776734091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776735653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776746576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776762496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776768275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776769777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776770206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776771506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776782377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776783720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776784996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776788377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776795406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776799112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776814070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776816692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776817822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776889686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776890671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776892382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776898814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776950237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776951615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776981534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365776984014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365776984528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365776984858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365776991269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365777003926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365777006298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365777074488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365777080445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365777087199
