what,kind,bundleId,bundleVersion,description,time
activated,view,com.android.ide.eclipse.ddms,,"com.android.ide.eclipse.ddms.views.LogCatView",1365774780749
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365774805201
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365774805366
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1365774806905
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365774809192
activated,view,com.android.ide.eclipse.ddms,,"com.android.ide.eclipse.ddms.views.LogCatView",1365774839093
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365774876900
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1365774877230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365774891364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365774892489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365774893462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365774897226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365774901625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365774902561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365774904394
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365774958179
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1365774958360
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1365774958378
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1365774958380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365774962522
