what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781845011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781847342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781848110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781849495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781854197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781860628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781867165
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1365781867172
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365781867918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781871115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781879449
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365781883086
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365781884665
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365781884744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781886878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1365781886902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781890077
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365781900939
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365781901124
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365781904305
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365781904555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365781908221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781910105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781911551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781914053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781915064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781919904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781922388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781924770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781925915
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365781931217
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365781931407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781937715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781939246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781940480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781941074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781942399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781942889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781944722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781945269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781946974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781947563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781949250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781950128
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365781952716
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365781952897
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365781956346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781956368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781963605
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365781965045
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365781966019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781966042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781967804
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365781969727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782013095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782014634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782016273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782017661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782019316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782021920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782023678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782030050
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365782034192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782035841
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365782037182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782037229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365782037237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782040165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782041402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365782042613
